store_id,market,category,week_start,forecast_units,model_version,generated_at
ST0039,PL,lingerie,2024-08-11,143,rf_v1.2,2026-04-08 22:12:35.344952
ST0039,PL,fashion,2024-08-11,224,rf_v1.2,2026-04-08 22:12:35.344952
ST0028,AT,lingerie,2024-08-11,128,rf_v1.2,2026-04-08 22:12:35.344952
ST0010,PL,home_textiles,2024-08-11,171,rf_v1.2,2026-04-08 22:12:35.344952
ST0043,DE,home_textiles,2024-08-11,150,rf_v1.2,2026-04-08 22:12:35.344952
ST0008,SK,lingerie,2024-08-11,138,rf_v1.2,2026-04-08 22:12:35.344952
ST0032,DE,lingerie,2024-08-11,135,rf_v1.2,2026-04-08 22:12:35.344952
ST0018,AT,home_textiles,2024-08-11,97,rf_v1.2,2026-04-08 22:12:35.344952
ST0016,DE,fashion,2024-08-11,280,rf_v1.2,2026-04-08 22:12:35.344952
ST0016,DE,hard_goods,2024-08-11,148,rf_v1.2,2026-04-08 22:12:35.344952
ST0015,DE,fashion,2024-08-11,102,rf_v1.2,2026-04-08 22:12:35.344952
ST0025,AT,fashion,2024-08-11,253,rf_v1.2,2026-04-08 22:12:35.344952
ST0020,DE,fashion,2024-08-11,149,rf_v1.2,2026-04-08 22:12:35.344952
ST0025,AT,lingerie,2024-08-11,215,rf_v1.2,2026-04-08 22:12:35.344952
ST0023,DE,fashion,2024-08-11,245,rf_v1.2,2026-04-08 22:12:35.344952
ST0037,DE,hard_goods,2024-08-11,135,rf_v1.2,2026-04-08 22:12:35.344952
ST0037,DE,home_textiles,2024-08-11,179,rf_v1.2,2026-04-08 22:12:35.344952
ST0025,AT,hard_goods,2024-08-11,154,rf_v1.2,2026-04-08 22:12:35.344952
ST0028,AT,home_textiles,2024-08-11,116,rf_v1.2,2026-04-08 22:12:35.344952
ST0008,SK,home_textiles,2024-08-11,148,rf_v1.2,2026-04-08 22:12:35.344952
ST0018,AT,hard_goods,2024-08-11,58,rf_v1.2,2026-04-08 22:12:35.344952
ST0043,DE,fashion,2024-08-11,213,rf_v1.2,2026-04-08 22:12:35.344952
ST0020,DE,home_textiles,2024-08-11,92,rf_v1.2,2026-04-08 22:12:35.344952
ST0010,PL,hard_goods,2024-08-11,149,rf_v1.2,2026-04-08 22:12:35.344952
ST0027,DE,hard_goods,2024-08-11,122,rf_v1.2,2026-04-08 22:12:35.344952
ST0038,DE,hard_goods,2024-08-11,189,rf_v1.2,2026-04-08 22:12:35.344952
ST0037,DE,fashion,2024-08-11,271,rf_v1.2,2026-04-08 22:12:35.344952
ST0019,DE,fashion,2024-08-11,205,rf_v1.2,2026-04-08 22:12:35.344952
ST0009,PL,fashion,2024-08-11,256,rf_v1.2,2026-04-08 22:12:35.344952
ST0033,DE,home_textiles,2024-08-11,103,rf_v1.2,2026-04-08 22:12:35.344952
ST0032,DE,fashion,2024-08-11,186,rf_v1.2,2026-04-08 22:12:35.344952
ST0006,DE,hard_goods,2024-08-11,152,rf_v1.2,2026-04-08 22:12:35.344952
ST0006,DE,lingerie,2024-08-11,210,rf_v1.2,2026-04-08 22:12:35.344952
ST0010,PL,home_textiles,2024-08-18,210,rf_v1.2,2026-04-08 22:12:35.344952
ST0018,AT,home_textiles,2024-08-18,73,rf_v1.2,2026-04-08 22:12:35.344952
ST0030,DE,hard_goods,2024-08-18,91,rf_v1.2,2026-04-08 22:12:35.344952
ST0041,DE,home_textiles,2024-08-18,136,rf_v1.2,2026-04-08 22:12:35.344952
ST0007,DE,home_textiles,2024-08-18,172,rf_v1.2,2026-04-08 22:12:35.344952
ST0020,DE,fashion,2024-08-18,120,rf_v1.2,2026-04-08 22:12:35.344952
ST0017,DE,lingerie,2024-08-18,127,rf_v1.2,2026-04-08 22:12:35.344952
ST0045,DE,hard_goods,2024-08-18,154,rf_v1.2,2026-04-08 22:12:35.344952
ST0035,HU,home_textiles,2024-08-18,166,rf_v1.2,2026-04-08 22:12:35.344952
ST0029,PL,fashion,2024-08-18,94,rf_v1.2,2026-04-08 22:12:35.344952
ST0015,DE,fashion,2024-08-18,124,rf_v1.2,2026-04-08 22:12:35.344952
ST0029,PL,home_textiles,2024-08-18,65,rf_v1.2,2026-04-08 22:12:35.344952
ST0047,DE,home_textiles,2024-08-18,140,rf_v1.2,2026-04-08 22:12:35.344952
ST0049,AT,home_textiles,2024-08-18,143,rf_v1.2,2026-04-08 22:12:35.344952
ST0050,DE,home_textiles,2024-08-18,74,rf_v1.2,2026-04-08 22:12:35.344952
ST0035,HU,lingerie,2024-08-18,197,rf_v1.2,2026-04-08 22:12:35.344952
ST0018,AT,fashion,2024-08-18,124,rf_v1.2,2026-04-08 22:12:35.344952
ST0012,HU,home_textiles,2024-08-18,121,rf_v1.2,2026-04-08 22:12:35.344952
ST0001,DE,hard_goods,2024-08-18,93,rf_v1.2,2026-04-08 22:12:35.344952
ST0012,HU,hard_goods,2024-08-18,99,rf_v1.2,2026-04-08 22:12:35.344952
ST0019,DE,lingerie,2024-08-18,134,rf_v1.2,2026-04-08 22:12:35.344952
ST0021,PL,lingerie,2024-08-18,143,rf_v1.2,2026-04-08 22:12:35.344952
ST0040,DE,home_textiles,2024-08-18,242,rf_v1.2,2026-04-08 22:12:35.344952
ST0025,AT,lingerie,2024-08-18,265,rf_v1.2,2026-04-08 22:12:35.344952
ST0003,PL,home_textiles,2024-08-18,163,rf_v1.2,2026-04-08 22:12:35.344952
ST0019,DE,home_textiles,2024-08-18,109,rf_v1.2,2026-04-08 22:12:35.344952
ST0038,DE,fashion,2024-08-18,270,rf_v1.2,2026-04-08 22:12:35.344952
ST0038,DE,hard_goods,2024-08-18,151,rf_v1.2,2026-04-08 22:12:35.344952
ST0044,SK,home_textiles,2024-08-18,145,rf_v1.2,2026-04-08 22:12:35.344952
ST0035,HU,hard_goods,2024-08-18,147,rf_v1.2,2026-04-08 22:12:35.344952
ST0044,SK,fashion,2024-08-18,187,rf_v1.2,2026-04-08 22:12:35.344952
ST0031,PL,fashion,2024-08-18,95,rf_v1.2,2026-04-08 22:12:35.344952
ST0005,DE,hard_goods,2024-08-18,91,rf_v1.2,2026-04-08 22:12:35.344952
ST0001,DE,lingerie,2024-08-18,120,rf_v1.2,2026-04-08 22:12:35.344952
ST0024,DE,lingerie,2024-08-18,127,rf_v1.2,2026-04-08 22:12:35.344952
ST0039,PL,lingerie,2024-08-18,131,rf_v1.2,2026-04-08 22:12:35.344952
ST0009,PL,home_textiles,2024-08-18,164,rf_v1.2,2026-04-08 22:12:35.344952
ST0021,PL,home_textiles,2024-08-18,137,rf_v1.2,2026-04-08 22:12:35.344952
ST0048,AT,hard_goods,2024-08-18,112,rf_v1.2,2026-04-08 22:12:35.344952
ST0026,CZ,hard_goods,2024-08-18,150,rf_v1.2,2026-04-08 22:12:35.344952
ST0045,DE,fashion,2024-08-18,264,rf_v1.2,2026-04-08 22:12:35.344952
ST0028,AT,lingerie,2024-08-18,148,rf_v1.2,2026-04-08 22:12:35.344952
ST0013,CZ,lingerie,2024-08-18,137,rf_v1.2,2026-04-08 22:12:35.344952
ST0015,DE,home_textiles,2024-08-18,63,rf_v1.2,2026-04-08 22:12:35.344952
ST0048,AT,fashion,2024-08-18,275,rf_v1.2,2026-04-08 22:12:35.344952
ST0020,DE,home_textiles,2024-08-18,74,rf_v1.2,2026-04-08 22:12:35.344952
ST0046,PL,lingerie,2024-08-18,169,rf_v1.2,2026-04-08 22:12:35.344952
ST0017,DE,home_textiles,2024-08-18,116,rf_v1.2,2026-04-08 22:12:35.344952
ST0037,DE,lingerie,2024-08-18,227,rf_v1.2,2026-04-08 22:12:35.344952
ST0050,DE,fashion,2024-08-18,123,rf_v1.2,2026-04-08 22:12:35.344952
ST0025,AT,home_textiles,2024-08-18,187,rf_v1.2,2026-04-08 22:12:35.344952
ST0036,CZ,fashion,2024-08-18,102,rf_v1.2,2026-04-08 22:12:35.344952
ST0040,DE,hard_goods,2024-08-18,142,rf_v1.2,2026-04-08 22:12:35.344952
ST0047,DE,hard_goods,2024-08-18,93,rf_v1.2,2026-04-08 22:12:35.344952
ST0050,DE,lingerie,2024-08-18,105,rf_v1.2,2026-04-08 22:12:35.344952
ST0010,PL,lingerie,2024-08-18,255,rf_v1.2,2026-04-08 22:12:35.344952
ST0036,CZ,hard_goods,2024-08-18,57,rf_v1.2,2026-04-08 22:12:35.344952
ST0014,DE,hard_goods,2024-08-18,144,rf_v1.2,2026-04-08 22:12:35.344952
ST0030,DE,lingerie,2024-08-18,121,rf_v1.2,2026-04-08 22:12:35.344952
ST0006,DE,hard_goods,2024-08-18,140,rf_v1.2,2026-04-08 22:12:35.344952
ST0011,DE,lingerie,2024-08-18,132,rf_v1.2,2026-04-08 22:12:35.344952
ST0018,AT,lingerie,2024-08-18,86,rf_v1.2,2026-04-08 22:12:35.344952
ST0018,AT,hard_goods,2024-08-18,51,rf_v1.2,2026-04-08 22:12:35.344952
ST0039,PL,home_textiles,2024-08-18,118,rf_v1.2,2026-04-08 22:12:35.344952
ST0003,PL,hard_goods,2024-08-18,128,rf_v1.2,2026-04-08 22:12:35.344952
ST0030,DE,home_textiles,2024-08-18,106,rf_v1.2,2026-04-08 22:12:35.344952
ST0020,DE,lingerie,2024-08-18,75,rf_v1.2,2026-04-08 22:12:35.344952
ST0007,DE,fashion,2024-08-18,314,rf_v1.2,2026-04-08 22:12:35.344952
ST0020,DE,hard_goods,2024-08-18,54,rf_v1.2,2026-04-08 22:12:35.344952
ST0009,PL,lingerie,2024-08-18,188,rf_v1.2,2026-04-08 22:12:35.344952
ST0030,DE,fashion,2024-08-18,197,rf_v1.2,2026-04-08 22:12:35.344952
ST0037,DE,hard_goods,2024-08-18,172,rf_v1.2,2026-04-08 22:12:35.344952
ST0036,CZ,home_textiles,2024-08-18,65,rf_v1.2,2026-04-08 22:12:35.344952
ST0003,PL,fashion,2024-08-18,299,rf_v1.2,2026-04-08 22:12:35.344952
ST0040,DE,lingerie,2024-08-18,271,rf_v1.2,2026-04-08 22:12:35.344952
ST0049,AT,hard_goods,2024-08-18,112,rf_v1.2,2026-04-08 22:12:35.344952
ST0014,DE,fashion,2024-08-18,264,rf_v1.2,2026-04-08 22:12:35.344952
ST0007,DE,hard_goods,2024-08-18,140,rf_v1.2,2026-04-08 22:12:35.344952
ST0029,PL,lingerie,2024-08-18,82,rf_v1.2,2026-04-08 22:12:35.344952
ST0021,PL,hard_goods,2024-08-18,92,rf_v1.2,2026-04-08 22:12:35.344952
ST0005,DE,home_textiles,2024-08-18,122,rf_v1.2,2026-04-08 22:12:35.344952
ST0024,DE,hard_goods,2024-08-18,91,rf_v1.2,2026-04-08 22:12:35.344952
ST0041,DE,hard_goods,2024-08-18,120,rf_v1.2,2026-04-08 22:12:35.344952
ST0002,HU,hard_goods,2024-08-18,153,rf_v1.2,2026-04-08 22:12:35.344952
ST0028,AT,hard_goods,2024-08-18,86,rf_v1.2,2026-04-08 22:12:35.344952
ST0045,DE,home_textiles,2024-08-18,186,rf_v1.2,2026-04-08 22:12:35.344952
ST0026,CZ,fashion,2024-08-18,362,rf_v1.2,2026-04-08 22:12:35.344952
ST0001,DE,fashion,2024-08-18,211,rf_v1.2,2026-04-08 22:12:35.344952
ST0040,DE,fashion,2024-08-18,275,rf_v1.2,2026-04-08 22:12:35.344952
ST0006,DE,home_textiles,2024-08-18,227,rf_v1.2,2026-04-08 22:12:35.344952
ST0025,AT,fashion,2024-08-18,253,rf_v1.2,2026-04-08 22:12:35.344952
ST0047,DE,fashion,2024-08-18,199,rf_v1.2,2026-04-08 22:12:35.344952
ST0010,PL,fashion,2024-08-18,257,rf_v1.2,2026-04-08 22:12:35.344952
ST0028,AT,fashion,2024-08-18,208,rf_v1.2,2026-04-08 22:12:35.344952
ST0021,PL,fashion,2024-08-18,196,rf_v1.2,2026-04-08 22:12:35.344952
ST0037,DE,home_textiles,2024-08-18,176,rf_v1.2,2026-04-08 22:12:35.344952
ST0036,CZ,lingerie,2024-08-18,83,rf_v1.2,2026-04-08 22:12:35.344952
ST0037,DE,fashion,2024-08-18,258,rf_v1.2,2026-04-08 22:12:35.344952
ST0024,DE,home_textiles,2024-08-18,116,rf_v1.2,2026-04-08 22:12:35.344952
ST0041,DE,fashion,2024-08-18,217,rf_v1.2,2026-04-08 22:12:35.344952
ST0028,AT,home_textiles,2024-08-18,115,rf_v1.2,2026-04-08 22:12:35.344952
ST0044,SK,hard_goods,2024-08-18,110,rf_v1.2,2026-04-08 22:12:35.344952
ST0038,DE,home_textiles,2024-08-18,182,rf_v1.2,2026-04-08 22:12:35.344952
ST0005,DE,fashion,2024-08-18,246,rf_v1.2,2026-04-08 22:12:35.344952
ST0006,DE,lingerie,2024-08-18,199,rf_v1.2,2026-04-08 22:12:35.344952
ST0015,DE,hard_goods,2024-08-18,48,rf_v1.2,2026-04-08 22:12:35.344952
ST0014,DE,home_textiles,2024-08-18,189,rf_v1.2,2026-04-08 22:12:35.344952
ST0029,PL,hard_goods,2024-08-18,58,rf_v1.2,2026-04-08 22:12:35.344952
ST0034,HU,home_textiles,2024-08-18,145,rf_v1.2,2026-04-08 22:12:35.344952
ST0019,DE,hard_goods,2024-08-18,96,rf_v1.2,2026-04-08 22:12:35.344952
ST0023,DE,home_textiles,2024-08-18,179,rf_v1.2,2026-04-08 22:12:35.344952
ST0032,DE,hard_goods,2024-08-18,119,rf_v1.2,2026-04-08 22:12:35.344952
ST0013,CZ,hard_goods,2024-08-18,105,rf_v1.2,2026-04-08 22:12:35.344952
ST0038,DE,lingerie,2024-08-18,234,rf_v1.2,2026-04-08 22:12:35.344952
ST0042,AT,hard_goods,2024-08-18,111,rf_v1.2,2026-04-08 22:12:35.344952
ST0004,PL,home_textiles,2024-08-18,67,rf_v1.2,2026-04-08 22:12:35.344952
ST0043,DE,fashion,2024-08-18,222,rf_v1.2,2026-04-08 22:12:35.344952
ST0046,PL,hard_goods,2024-08-18,121,rf_v1.2,2026-04-08 22:12:35.344952
ST0048,AT,lingerie,2024-08-18,151,rf_v1.2,2026-04-08 22:12:35.344952
ST0046,PL,fashion,2024-08-18,213,rf_v1.2,2026-04-08 22:12:35.344952
ST0031,PL,home_textiles,2024-08-18,68,rf_v1.2,2026-04-08 22:12:35.344952
ST0027,DE,hard_goods,2024-08-18,125,rf_v1.2,2026-04-08 22:12:35.344952
ST0049,AT,lingerie,2024-08-18,158,rf_v1.2,2026-04-08 22:12:35.344952
ST0004,PL,fashion,2024-08-18,109,rf_v1.2,2026-04-08 22:12:35.344952
ST0043,DE,hard_goods,2024-08-18,142,rf_v1.2,2026-04-08 22:12:35.344952
ST0011,DE,home_textiles,2024-08-18,108,rf_v1.2,2026-04-08 22:12:35.344952
ST0023,DE,lingerie,2024-08-18,192,rf_v1.2,2026-04-08 22:12:35.344952
ST0009,PL,hard_goods,2024-08-18,153,rf_v1.2,2026-04-08 22:12:35.344952
ST0023,DE,fashion,2024-08-18,352,rf_v1.2,2026-04-08 22:12:35.344952
ST0013,CZ,home_textiles,2024-08-18,127,rf_v1.2,2026-04-08 22:12:35.344952
ST0022,DE,fashion,2024-08-18,175,rf_v1.2,2026-04-08 22:12:35.344952
ST0033,DE,home_textiles,2024-08-18,107,rf_v1.2,2026-04-08 22:12:35.344952
ST0004,PL,hard_goods,2024-08-18,65,rf_v1.2,2026-04-08 22:12:35.344952
ST0017,DE,fashion,2024-08-18,189,rf_v1.2,2026-04-08 22:12:35.344952
ST0014,DE,lingerie,2024-08-18,189,rf_v1.2,2026-04-08 22:12:35.344952
ST0009,PL,fashion,2024-08-18,262,rf_v1.2,2026-04-08 22:12:35.344952
ST0002,HU,home_textiles,2024-08-18,169,rf_v1.2,2026-04-08 22:12:35.344952
ST0032,DE,fashion,2024-08-18,185,rf_v1.2,2026-04-08 22:12:35.344952
ST0003,PL,lingerie,2024-08-18,189,rf_v1.2,2026-04-08 22:12:35.344952
ST0012,HU,fashion,2024-08-18,234,rf_v1.2,2026-04-08 22:12:35.344952
ST0008,SK,home_textiles,2024-08-18,119,rf_v1.2,2026-04-08 22:12:35.344952
ST0050,DE,hard_goods,2024-08-18,59,rf_v1.2,2026-04-08 22:12:35.344952
ST0034,HU,fashion,2024-08-18,176,rf_v1.2,2026-04-08 22:12:35.344952
ST0022,DE,hard_goods,2024-08-18,100,rf_v1.2,2026-04-08 22:12:35.344952
ST0006,DE,fashion,2024-08-18,284,rf_v1.2,2026-04-08 22:12:35.344952
ST0027,DE,home_textiles,2024-08-18,134,rf_v1.2,2026-04-08 22:12:35.344952
ST0033,DE,hard_goods,2024-08-18,93,rf_v1.2,2026-04-08 22:12:35.344952
ST0008,SK,fashion,2024-08-18,190,rf_v1.2,2026-04-08 22:12:35.344952
ST0016,DE,home_textiles,2024-08-18,173,rf_v1.2,2026-04-08 22:12:35.344952
ST0042,AT,home_textiles,2024-08-18,127,rf_v1.2,2026-04-08 22:12:35.344952
ST0034,HU,hard_goods,2024-08-18,117,rf_v1.2,2026-04-08 22:12:35.344952
ST0019,DE,fashion,2024-08-18,185,rf_v1.2,2026-04-08 22:12:35.344952
ST0027,DE,fashion,2024-08-18,213,rf_v1.2,2026-04-08 22:12:35.344952
ST0026,CZ,home_textiles,2024-08-18,196,rf_v1.2,2026-04-08 22:12:35.344952
ST0011,DE,hard_goods,2024-08-18,110,rf_v1.2,2026-04-08 22:12:35.344952
ST0033,DE,fashion,2024-08-18,186,rf_v1.2,2026-04-08 22:12:35.344952
ST0015,DE,lingerie,2024-08-18,74,rf_v1.2,2026-04-08 22:12:35.344952
ST0001,DE,home_textiles,2024-08-18,129,rf_v1.2,2026-04-08 22:12:35.344952
ST0043,DE,lingerie,2024-08-18,174,rf_v1.2,2026-04-08 22:12:35.344952
ST0031,PL,lingerie,2024-08-18,74,rf_v1.2,2026-04-08 22:12:35.344952
ST0005,DE,lingerie,2024-08-18,117,rf_v1.2,2026-04-08 22:12:35.344952
ST0024,DE,fashion,2024-08-18,197,rf_v1.2,2026-04-08 22:12:35.344952
ST0035,HU,fashion,2024-08-18,261,rf_v1.2,2026-04-08 22:12:35.344952
ST0031,PL,hard_goods,2024-08-18,55,rf_v1.2,2026-04-08 22:12:35.344952
ST0016,DE,lingerie,2024-08-18,187,rf_v1.2,2026-04-08 22:12:35.344952
ST0026,CZ,lingerie,2024-08-18,171,rf_v1.2,2026-04-08 22:12:35.344952
ST0012,HU,lingerie,2024-08-18,128,rf_v1.2,2026-04-08 22:12:35.344952
ST0044,SK,lingerie,2024-08-18,164,rf_v1.2,2026-04-08 22:12:35.344952
ST0010,PL,hard_goods,2024-08-18,140,rf_v1.2,2026-04-08 22:12:35.344952
ST0047,DE,lingerie,2024-08-18,127,rf_v1.2,2026-04-08 22:12:35.344952
ST0042,AT,fashion,2024-08-18,209,rf_v1.2,2026-04-08 22:12:35.344952
ST0039,PL,fashion,2024-08-18,189,rf_v1.2,2026-04-08 22:12:35.344952
ST0045,DE,lingerie,2024-08-18,168,rf_v1.2,2026-04-08 22:12:35.344952
ST0034,HU,lingerie,2024-08-18,154,rf_v1.2,2026-04-08 22:12:35.344952
ST0008,SK,hard_goods,2024-08-18,91,rf_v1.2,2026-04-08 22:12:35.344952
ST0039,PL,hard_goods,2024-08-18,104,rf_v1.2,2026-04-08 22:12:35.344952
ST0023,DE,hard_goods,2024-08-18,128,rf_v1.2,2026-04-08 22:12:35.344952
ST0011,DE,fashion,2024-08-18,243,rf_v1.2,2026-04-08 22:12:35.344952
ST0027,DE,lingerie,2024-08-18,178,rf_v1.2,2026-04-08 22:12:35.344952
ST0022,DE,home_textiles,2024-08-18,115,rf_v1.2,2026-04-08 22:12:35.344952
ST0008,SK,lingerie,2024-08-18,136,rf_v1.2,2026-04-08 22:12:35.344952
ST0042,AT,lingerie,2024-08-18,150,rf_v1.2,2026-04-08 22:12:35.344952
ST0025,AT,hard_goods,2024-08-18,150,rf_v1.2,2026-04-08 22:12:35.344952
ST0017,DE,hard_goods,2024-08-18,116,rf_v1.2,2026-04-08 22:12:35.344952
ST0041,DE,lingerie,2024-08-18,151,rf_v1.2,2026-04-08 22:12:35.344952
ST0013,CZ,fashion,2024-08-18,180,rf_v1.2,2026-04-08 22:12:35.344952
ST0032,DE,lingerie,2024-08-18,134,rf_v1.2,2026-04-08 22:12:35.344952
ST0046,PL,home_textiles,2024-08-18,137,rf_v1.2,2026-04-08 22:12:35.344952
ST0033,DE,lingerie,2024-08-18,124,rf_v1.2,2026-04-08 22:12:35.344952
ST0022,DE,lingerie,2024-08-18,115,rf_v1.2,2026-04-08 22:12:35.344952
ST0002,HU,fashion,2024-08-18,274,rf_v1.2,2026-04-08 22:12:35.344952
ST0004,PL,lingerie,2024-08-18,76,rf_v1.2,2026-04-08 22:12:35.344952
ST0048,AT,home_textiles,2024-08-18,186,rf_v1.2,2026-04-08 22:12:35.344952
ST0016,DE,fashion,2024-08-18,254,rf_v1.2,2026-04-08 22:12:35.344952
ST0032,DE,home_textiles,2024-08-18,128,rf_v1.2,2026-04-08 22:12:35.344952
ST0049,AT,fashion,2024-08-18,207,rf_v1.2,2026-04-08 22:12:35.344952
ST0002,HU,lingerie,2024-08-18,191,rf_v1.2,2026-04-08 22:12:35.344952
ST0007,DE,lingerie,2024-08-18,183,rf_v1.2,2026-04-08 22:12:35.344952
ST0043,DE,home_textiles,2024-08-18,153,rf_v1.2,2026-04-08 22:12:35.344952
ST0016,DE,hard_goods,2024-08-18,139,rf_v1.2,2026-04-08 22:12:35.344952
ST0008,SK,home_textiles,2024-08-25,120,rf_v1.2,2026-04-08 22:12:35.344952
ST0038,DE,hard_goods,2024-08-25,182,rf_v1.2,2026-04-08 22:12:35.344952
ST0037,DE,fashion,2024-08-25,348,rf_v1.2,2026-04-08 22:12:35.344952
ST0028,AT,home_textiles,2024-08-25,107,rf_v1.2,2026-04-08 22:12:35.344952
ST0018,AT,hard_goods,2024-08-25,48,rf_v1.2,2026-04-08 22:12:35.344952
ST0012,HU,hard_goods,2024-08-25,100,rf_v1.2,2026-04-08 22:12:35.344952
ST0042,AT,lingerie,2024-08-25,144,rf_v1.2,2026-04-08 22:12:35.344952
ST0040,DE,home_textiles,2024-08-25,181,rf_v1.2,2026-04-08 22:12:35.344952
ST0019,DE,fashion,2024-08-25,180,rf_v1.2,2026-04-08 22:12:35.344952
ST0001,DE,home_textiles,2024-08-25,121,rf_v1.2,2026-04-08 22:12:35.344952
ST0020,DE,home_textiles,2024-08-25,73,rf_v1.2,2026-04-08 22:12:35.344952
ST0027,DE,hard_goods,2024-08-25,152,rf_v1.2,2026-04-08 22:12:35.344952
ST0009,PL,fashion,2024-08-25,247,rf_v1.2,2026-04-08 22:12:35.344952
ST0003,PL,home_textiles,2024-08-25,161,rf_v1.2,2026-04-08 22:12:35.344952
ST0005,DE,hard_goods,2024-08-25,111,rf_v1.2,2026-04-08 22:12:35.344952
ST0026,CZ,lingerie,2024-08-25,169,rf_v1.2,2026-04-08 22:12:35.344952
ST0001,DE,lingerie,2024-08-25,117,rf_v1.2,2026-04-08 22:12:35.344952
ST0043,DE,fashion,2024-08-25,202,rf_v1.2,2026-04-08 22:12:35.344952
ST0033,DE,home_textiles,2024-08-25,102,rf_v1.2,2026-04-08 22:12:35.344952
ST0006,DE,lingerie,2024-08-25,185,rf_v1.2,2026-04-08 22:12:35.344952
ST0046,PL,home_textiles,2024-08-25,175,rf_v1.2,2026-04-08 22:12:35.344952
ST0029,PL,hard_goods,2024-08-25,55,rf_v1.2,2026-04-08 22:12:35.344952
ST0048,AT,fashion,2024-08-25,224,rf_v1.2,2026-04-08 22:12:35.344952
ST0022,DE,lingerie,2024-08-25,113,rf_v1.2,2026-04-08 22:12:35.344952
ST0008,SK,hard_goods,2024-08-25,86,rf_v1.2,2026-04-08 22:12:35.344952
ST0001,DE,hard_goods,2024-08-25,96,rf_v1.2,2026-04-08 22:12:35.344952
ST0033,DE,hard_goods,2024-08-25,116,rf_v1.2,2026-04-08 22:12:35.344952
ST0004,PL,lingerie,2024-08-25,72,rf_v1.2,2026-04-08 22:12:35.344952
ST0011,DE,hard_goods,2024-08-25,87,rf_v1.2,2026-04-08 22:12:35.344952
ST0030,DE,fashion,2024-08-25,204,rf_v1.2,2026-04-08 22:12:35.344952
ST0039,PL,fashion,2024-08-25,187,rf_v1.2,2026-04-08 22:12:35.344952
ST0032,DE,lingerie,2024-08-25,133,rf_v1.2,2026-04-08 22:12:35.344952
ST0010,PL,home_textiles,2024-08-25,165,rf_v1.2,2026-04-08 22:12:35.344952
ST0002,HU,fashion,2024-08-25,327,rf_v1.2,2026-04-08 22:12:35.344952
ST0049,AT,home_textiles,2024-08-25,145,rf_v1.2,2026-04-08 22:12:35.344952
ST0015,DE,fashion,2024-08-25,103,rf_v1.2,2026-04-08 22:12:35.344952
ST0016,DE,hard_goods,2024-08-25,136,rf_v1.2,2026-04-08 22:12:35.344952
ST0016,DE,fashion,2024-08-25,275,rf_v1.2,2026-04-08 22:12:35.344952
ST0043,DE,home_textiles,2024-08-25,134,rf_v1.2,2026-04-08 22:12:35.344952
ST0028,AT,lingerie,2024-08-25,113,rf_v1.2,2026-04-08 22:12:35.344952
ST0045,DE,fashion,2024-08-25,284,rf_v1.2,2026-04-08 22:12:35.344952
ST0037,DE,lingerie,2024-08-25,185,rf_v1.2,2026-04-08 22:12:35.344952
ST0008,SK,lingerie,2024-08-25,134,rf_v1.2,2026-04-08 22:12:35.344952
ST0048,AT,hard_goods,2024-08-25,130,rf_v1.2,2026-04-08 22:12:35.344952
ST0010,PL,fashion,2024-08-25,252,rf_v1.2,2026-04-08 22:12:35.344952
ST0039,PL,lingerie,2024-08-25,129,rf_v1.2,2026-04-08 22:12:35.344952
ST0023,DE,hard_goods,2024-08-25,122,rf_v1.2,2026-04-08 22:12:35.344952
ST0013,CZ,fashion,2024-08-25,237,rf_v1.2,2026-04-08 22:12:35.344952
ST0047,DE,lingerie,2024-08-25,122,rf_v1.2,2026-04-08 22:12:35.344952
ST0044,SK,home_textiles,2024-08-25,109,rf_v1.2,2026-04-08 22:12:35.344952
ST0038,DE,fashion,2024-08-25,264,rf_v1.2,2026-04-08 22:12:35.344952
ST0032,DE,home_textiles,2024-08-25,117,rf_v1.2,2026-04-08 22:12:35.344952
ST0018,AT,home_textiles,2024-08-25,63,rf_v1.2,2026-04-08 22:12:35.344952
ST0019,DE,lingerie,2024-08-25,167,rf_v1.2,2026-04-08 22:12:35.344952
ST0014,DE,home_textiles,2024-08-25,219,rf_v1.2,2026-04-08 22:12:35.344952
ST0018,AT,lingerie,2024-08-25,67,rf_v1.2,2026-04-08 22:12:35.344952
ST0023,DE,fashion,2024-08-25,260,rf_v1.2,2026-04-08 22:12:35.344952
ST0005,DE,home_textiles,2024-08-25,118,rf_v1.2,2026-04-08 22:12:35.344952
ST0020,DE,hard_goods,2024-08-25,64,rf_v1.2,2026-04-08 22:12:35.344952
ST0032,DE,fashion,2024-08-25,182,rf_v1.2,2026-04-08 22:12:35.344952
ST0037,DE,hard_goods,2024-08-25,131,rf_v1.2,2026-04-08 22:12:35.344952
ST0006,DE,hard_goods,2024-08-25,133,rf_v1.2,2026-04-08 22:12:35.344952
ST0006,DE,fashion,2024-08-25,260,rf_v1.2,2026-04-08 22:12:35.344952
ST0024,DE,lingerie,2024-08-25,116,rf_v1.2,2026-04-08 22:12:35.344952
ST0016,DE,home_textiles,2024-08-25,175,rf_v1.2,2026-04-08 22:12:35.344952
ST0033,DE,fashion,2024-08-25,177,rf_v1.2,2026-04-08 22:12:35.344952
ST0027,DE,fashion,2024-08-25,195,rf_v1.2,2026-04-08 22:12:35.344952
ST0014,DE,hard_goods,2024-08-25,134,rf_v1.2,2026-04-08 22:12:35.344952
