store_id,market,week_start,category,units_sold,revenue_eur,stock_opening,promo_flag,data_source
ST0872,DE,2024-04-07,hard_goods,51,548.94,141,1,ERP_v1
ST0672,CZ,2024-05-26,lingerie,16,156.7,26,1,ERP_v2
ST1139,DE,2024-03-17,home_textiles,37,1402.66,87,0,ERP_v1
ST0208,SK,2024-11-24,home_textiles,35,732.43,214,0,ERP_v2
ST0161,AT,2024-07-07,fashion,53,1147.1,185,0,ERP_v1
ST1314,PL,2024-01-28,fashion,31,146.38,171,0,ERP_v2
ST0319,PL,2024-12-22,hard_goods,32,616.6,61,0,ERP_v2
ST0462,SK,2024-10-13,home_textiles,43,104.54,181,0,MANUAL_UPLOAD
ST0909,PL,2024-08-25,fashion,48,675.39,90,0,ERP_v2
ST0052,PL,2024-10-06,home_textiles,70,326.47,29,1,ERP_v2
ST0052,DE,2024-02-18,hard_goods,23,6473.43,258,0,ERP_v2
ST1195,AT,2024-05-05,fashion,11,329.31,53,0,ERP_v2
ST0618,DE,2024-05-12,lingerie,17,686.61,63,1,ERP_v1
ST0610,PL,2024-05-05,lingerie,48,125.25,169,0,API
ST1469,AT,2024-04-14,home_textiles,13,258.51,141,0,ERP_v2
ST0131,PL,2024-03-17,home_textiles,12,151.06,348,1,ERP_v2
ST0964,DE,2024-03-24,,15,568.21,81,1,ERP_v2
ST0223,DE,2024-09-01,fashion,19,4531.64,316,0,ERP_v2
ST0315,PL,2024-09-08,hard_goods,16,185.13,68,0,ERP_v2
ST0837,DE,2024-12-15,,34,82.67,144,0,MANUAL_UPLOAD
ST1150,DE,2024-03-24,home_textiles,29,1668.78,45,1,ERP_v2
ST0512,DE,2024-04-21,home_textiles,51,1249.19,40,0,ERP_v1
ST0130,HU,2024-07-14,lingerie,18,517.45,115,0,ERP_v1
ST0708,PL,2024-11-03,home_textiles,58,376.17,51,0,ERP_v2
ST1068,DE,2024-09-29,fashion,15,787.7,48,1,ERP_v2
ST1408,DE,2024-11-03,home_textiles,166,2675.06,47,1,ERP_v2
ST0188,DE,2024-09-08,lingerie,10,266.88,199,1,ERP_v1
ST0244,CZ,2024-07-28,fashion,34,1140.03,100,0,MANUAL_UPLOAD
ST0923,PL,2024-04-21,,45,814.33,68,0,ERP_v2
ST0603,DE,2024-04-21,hard_goods,60,1239.78,34,0,MANUAL_UPLOAD
ST0935,DE,2024-12-08,,8,427.6,126,1,MANUAL_UPLOAD
ST0934,DE,2024-05-19,fashion,12,1178.13,88,1,ERP_v2
ST0319,PL,2024-03-03,fashion,29,1891.0,81,0,ERP_v2
ST0954,CZ,2024-11-17,hard_goods,20,2825.75,102,0,ERP_v2
ST0274,DE,2024-02-04,hard_goods,52,392.07,90,1,ERP_v2
ST0763,DE,2024-08-04,,22,3928.35,73,0,ERP_v2
ST0925,DE,2024-05-05,lingerie,57,393.82,69,0,ERP_v2
ST0071,HU,2024-11-03,home_textiles,8,871.19,29,0,ERP_v2
ST0024,DE,2024-06-02,lingerie,86,1862.13,27,0,ERP_v2
ST1318,CZ,2024-09-29,hard_goods,118,1169.96,70,0,ERP_v2
ST0134,PL,2024-01-14,home_textiles,91,289.54,64,0,ERP_v2
ST1428,DE,2024-12-15,lingerie,50,229.83,47,0,ERP_v2
ST0758,DE,2024-01-21,fashion,12,381.93,53,0,ERP_v1
ST0938,DE,2024-11-24,lingerie,28,1186.28,55,0,ERP_v2
ST0202,PL,2024-07-14,hard_goods,25,483.78,39,0,MANUAL_UPLOAD
ST0161,CZ,2024-03-17,,33,464.52,133,0,ERP_v1
ST1070,PL,2024-03-10,home_textiles,22,1046.28,79,0,ERP_v1
ST0498,AT,2024-05-19,hard_goods,41,475.43,81,0,ERP_v2
ST1462,DE,2024-08-04,,16,365.66,125,0,API
ST0105,HU,2024-12-22,fashion,11,2055.58,17,0,ERP_v2
ST0947,CZ,2024-11-10,fashion,46,437.25,228,0,ERP_v1
ST1109,DE,2024-12-01,home_textiles,51,208.57,69,0,ERP_v2
ST1101,SI,2024-12-29,,13,795.56,88,0,ERP_v2
ST0525,PL,2024-06-02,lingerie,39,1580.54,24,0,ERP_v2
ST0822,PL,2024-05-05,fashion,85,251.42,64,0,ERP_v2
ST0908,PL,2024-03-24,hard_goods,32,576.95,152,0,ERP_v2
ST0984,CZ,2024-04-14,,55,412.75,84,1,ERP_v1
ST0291,PL,2024-08-25,home_textiles,8,1164.81,78,0,ERP_v2
ST0339,DE,2024-11-10,,27,487.9,41,0,ERP_v2
ST0013,DE,2024-07-14,,27,172.26,98,0,ERP_v2
ST0534,,2024-11-03,,53,471.23,83,0,ERP_v1
ST0552,DE,2024-04-14,lingerie,36,1232.36,138,0,ERP_v2
ST1397,DE,2024-09-01,home_textiles,65,653.95,139,1,ERP_v2
ST1500,DE,2024-04-28,home_textiles,13,-436.61,182,1,MANUAL_UPLOAD
ST0127,DE,2024-09-22,,18,218.61,84,0,ERP_v2
ST0775,PL,2024-03-17,lingerie,64,533.98,172,0,MANUAL_UPLOAD
ST1247,HU,2024-06-30,,58,539.32,70,0,API
ST1013,DE,2024-07-21,fashion,20,325.27,77,1,MANUAL_UPLOAD
ST0823,DE,2024-12-29,hard_goods,28,1851.15,133,0,ERP_v1
ST0971,DE,2024-06-23,fashion,21,754.52,229,0,ERP_v2
ST0222,SK,2024-01-28,,8,97.42,80,0,ERP_v2
ST0397,PL,2024-07-07,,38,132.28,111,1,ERP_v2
ST0099,DE,2024-10-20,home_textiles,12,2940.98,66,0,ERP_v1
ST1428,CZ,2024-06-02,lingerie,28,595.51,75,1,ERP_v2
ST1259,SK,2024-06-16,,19,604.35,231,0,ERP_v2
ST1210,CZ,2024-05-12,,25,2081.86,78,1,ERP_v1
ST0279,HU,2024-10-13,,150,1385.13,159,0,MANUAL_UPLOAD
ST0693,DE,2024-07-07,,7,414.59,23,0,ERP_v2
ST0788,CZ,2024-05-12,fashion,188,1254.68,104,0,MANUAL_UPLOAD
ST0376,AT,2024-11-24,lingerie,32,3005.33,33,0,ERP_v2
ST1427,CZ,2024-10-13,,55,1416.17,117,0,ERP_v2
ST0236,PL,2024-03-31,home_textiles,9,645.73,37,1,MANUAL_UPLOAD
ST0658,CZ,2024-08-04,lingerie,83,400.3,84,0,ERP_v2
ST0068,PL,2024-01-14,fashion,31,-639.13,70,0,MANUAL_UPLOAD
ST0968,DE,2024-07-07,fashion,21,2062.9,272,1,MANUAL_UPLOAD
ST0814,AT,2024-02-25,lingerie,20,820.18,124,0,MANUAL_UPLOAD
ST1200,SI,2024-03-24,,6,1929.11,78,1,ERP_v2
ST0584,HU,2024-07-21,home_textiles,14,296.59,139,0,MANUAL_UPLOAD
ST1477,DE,2024-07-21,lingerie,15,426.15,101,0,ERP_v2
ST0617,DE,2024-06-02,,14,219.1,321,1,ERP_v2
ST0872,DE,2024-07-28,,72,3925.47,29,0,ERP_v2
ST0818,PL,2024-03-03,lingerie,43,1616.58,87,0,MANUAL_UPLOAD
ST0053,CZ,2024-02-04,fashion,98,209.16,153,1,ERP_v2
ST0982,DE,2024-09-08,home_textiles,9,525.72,281,1,ERP_v2
ST1353,AT,2024-03-31,home_textiles,16,330.64,103,0,ERP_v2
ST1291,CZ,2024-11-24,fashion,42,727.45,98,0,ERP_v2
ST0716,PL,2024-01-14,,19,694.17,27,1,ERP_v2
ST0392,AT,2024-08-18,fashion,19,2927.47,160,1,ERP_v2
ST1056,PL,2024-01-28,hard_goods,42,1044.5,112,0,ERP_v2
ST0191,AT,2024-03-10,hard_goods,17,936.69,140,0,API
ST1211,DE,2024-08-18,home_textiles,5,-2056.84,457,0,MANUAL_UPLOAD
ST0831,AT,2024-01-14,,19,2722.39,70,1,API
ST1425,PL,2024-03-24,home_textiles,88,785.4,45,0,ERP_v1
ST1178,SK,2024-04-21,fashion,32,138.19,36,0,ERP_v2
ST0051,PL,2024-09-01,,27,1358.75,179,0,ERP_v2
ST1313,CZ,2024-03-03,home_textiles,51,116.9,130,1,MANUAL_UPLOAD
ST0538,DE,2024-01-21,lingerie,23,418.17,53,0,ERP_v2
ST0278,AT,2024-07-14,home_textiles,4,2002.22,51,0,ERP_v2
ST0451,DE,2024-12-29,lingerie,9,995.6,119,0,ERP_v2
ST0334,DE,2024-04-21,,18,117.71,23,0,ERP_v2
ST1234,PL,2024-10-06,,33,1150.62,155,0,ERP_v2
ST0765,SI,2024-05-12,,83,717.66,24,1,ERP_v2
ST0506,DE,2024-03-17,lingerie,20,555.88,78,0,ERP_v2
ST0482,DE,2024-09-22,hard_goods,80,1321.96,71,0,ERP_v2
ST0360,CZ,2024-11-17,home_textiles,71,622.06,52,0,ERP_v2
ST0703,DE,2024-08-04,,20,284.35,50,0,ERP_v2
ST0145,AT,2024-01-07,lingerie,40,795.84,163,0,ERP_v2
ST0553,PL,2024-11-03,home_textiles,47,212.79,50,0,API
ST0076,PL,2024-07-28,,48,159.47,89,0,ERP_v2
ST0673,DE,2024-05-26,hard_goods,28,807.8,165,1,ERP_v1
ST0288,DE,2024-04-14,home_textiles,55,910.21,201,0,MANUAL_UPLOAD
ST1173,CZ,2024-04-21,hard_goods,103,2399.02,17,0,ERP_v2
ST1461,AT,2024-01-28,lingerie,202,509.42,236,0,ERP_v1
ST1358,DE,2024-06-16,home_textiles,42,474.38,315,0,ERP_v2
ST1090,CZ,2024-10-06,home_textiles,36,243.07,75,0,ERP_v2
ST1201,DE,2024-06-09,hard_goods,24,172.19,47,1,ERP_v2
ST1351,PL,2024-04-28,,18,100.91,50,0,ERP_v2
ST0543,DE,2024-09-01,fashion,9,935.93,259,0,ERP_v2
ST0937,HU,2024-06-30,home_textiles,8,1383.06,22,0,ERP_v2
ST0968,DE,2024-09-01,lingerie,57,1464.32,187,0,ERP_v2
ST0199,DE,2024-04-14,hard_goods,20,857.51,53,0,ERP_v2
ST0420,DE,2024-04-14,,20,460.2,25,0,ERP_v2
ST1098,DE,2024-07-07,fashion,35,489.85,100,1,ERP_v2
ST1447,SK,2024-02-25,fashion,71,323.47,60,0,API
ST0111,SI,2024-04-14,home_textiles,23,1986.23,50,0,ERP_v2
ST0094,DE,2024-02-25,fashion,5,365.68,86,0,ERP_v1
ST0877,DE,2024-12-22,,11,68.63,465,1,ERP_v2
ST0360,PL,2024-01-28,,156,463.52,91,0,ERP_v1
ST1193,SK,2024-01-07,fashion,107,1093.55,55,0,ERP_v2
ST0297,PL,2024-06-23,home_textiles,171,751.83,58,0,ERP_v2
ST0261,DE,2024-09-01,,31,318.12,253,1,ERP_v2
ST0725,DE,2024-02-25,lingerie,15,437.3,82,0,ERP_v1
ST0318,PL,2024-12-08,hard_goods,30,170.08,46,0,ERP_v2
ST0272,DE,2024-04-28,,20,1208.13,156,0,MANUAL_UPLOAD
ST0208,PL,2024-07-14,fashion,123,107.84,94,1,ERP_v2
ST1368,DE,2024-02-11,hard_goods,26,3958.27,154,1,ERP_v2
ST0878,CZ,2024-10-27,,449,-612.74,166,0,MANUAL_UPLOAD
ST0403,DE,2024-02-11,fashion,56,211.41,21,0,ERP_v2
ST1107,PL,2024-01-07,,101,77.28,166,0,MANUAL_UPLOAD
ST1264,AT,2024-01-21,fashion,9,228.74,58,0,ERP_v1
ST0443,PL,2024-12-29,hard_goods,170,367.63,58,1,ERP_v2
ST0609,DE,2024-03-03,hard_goods,32,289.32,43,1,ERP_v2
ST1093,PL,2024-04-14,,26,196.08,126,0,ERP_v2
ST0469,AT,2024-10-06,lingerie,15,1013.8,35,0,ERP_v2
ST0810,AT,2024-05-19,hard_goods,11,378.87,90,0,ERP_v1
ST0824,PL,2024-04-21,fashion,44,234.89,156,0,ERP_v2
ST0943,PL,2024-03-10,,14,10417.67,76,0,ERP_v1
ST1365,CZ,2024-04-07,,91,227.14,198,0,ERP_v2
ST0876,DE,2024-04-21,,25,561.85,37,0,MANUAL_UPLOAD
ST0461,CZ,2024-04-14,,28,286.05,192,0,ERP_v2
ST1458,AT,2024-10-13,lingerie,14,8423.35,229,1,API
ST1365,DE,2024-06-30,,57,2078.46,492,0,ERP_v1
ST1482,DE,2024-03-10,home_textiles,24,1411.91,89,1,ERP_v2
ST1496,DE,2024-10-06,home_textiles,18,271.24,86,0,API
ST0091,CZ,2024-03-24,,15,2415.33,172,0,ERP_v2
ST0289,PL,2024-09-15,fashion,72,52.55,55,0,ERP_v2
ST0794,CZ,2024-04-07,fashion,35,5049.97,138,1,ERP_v1
ST1297,AT,2024-06-23,fashion,24,425.82,181,0,MANUAL_UPLOAD
ST1005,DE,2024-07-28,,75,516.77,25,0,API
ST0591,DE,2024-07-28,,39,431.1,269,0,MANUAL_UPLOAD
ST0556,DE,2024-09-01,fashion,35,1421.35,109,0,ERP_v2
ST0583,DE,2024-04-14,fashion,20,302.4,279,0,ERP_v2
ST0548,DE,2024-08-04,home_textiles,57,360.55,64,0,ERP_v1
ST0558,DE,2024-09-22,home_textiles,60,547.34,83,0,ERP_v2
ST0946,PL,2024-12-22,hard_goods,41,1864.77,77,0,ERP_v2
ST0224,PL,2024-05-05,fashion,35,4276.86,98,0,ERP_v2
ST0771,,2024-02-18,hard_goods,148,538.38,49,0,ERP_v2
ST1049,HU,2024-01-21,lingerie,16,290.01,74,0,ERP_v2
ST0677,PL,2024-02-04,hard_goods,25,1293.96,123,0,ERP_v2
ST0164,DE,2024-06-23,fashion,16,3130.9,97,1,ERP_v1
ST0291,PL,2024-04-21,,38,200.41,25,0,MANUAL_UPLOAD
ST0045,CZ,2024-04-14,,15,1075.07,94,1,ERP_v2
ST0368,DE,2024-05-19,lingerie,25,4606.31,86,0,ERP_v1
ST1235,DE,2024-10-13,hard_goods,64,679.95,179,0,ERP_v1
ST0737,CZ,2024-06-02,home_textiles,14,1061.82,72,0,ERP_v2
ST0146,DE,2024-09-01,,64,896.19,96,0,ERP_v2
ST0923,PL,2024-07-07,lingerie,13,574.26,79,1,ERP_v2
ST0350,PL,2024-03-24,home_textiles,38,7982.12,140,0,ERP_v2
ST0799,DE,2024-08-18,lingerie,45,1053.82,175,0,ERP_v2
ST0835,DE,2024-06-16,home_textiles,653977,1350.76,100,0,ERP_v1
ST1430,DE,2024-06-30,,68,143.88,117,0,API
ST0948,DE,2024-12-29,hard_goods,16,558.87,126,0,ERP_v2
ST1034,DE,2024-09-22,,40,1401.7,109,0,MANUAL_UPLOAD
ST0520,CZ,2024-08-25,,17,440.74,122,0,ERP_v2
ST1058,DE,2024-03-31,fashion,53,1954.47,156,0,ERP_v2
ST0234,AT,2024-07-14,home_textiles,76,409.78,143,0,ERP_v2
ST1205,DE,2024-05-19,home_textiles,31,759.82,20,0,ERP_v2
ST0524,,2024-02-25,,33,2707.98,94,0,ERP_v2
ST0750,DE,2024-12-15,lingerie,31,638.53,45,1,ERP_v2
ST0953,DE,2024-04-21,,21,1851.36,65,0,ERP_v2
ST0386,,2024-08-25,hard_goods,19,1234.29,88,0,ERP_v2
ST0273,CZ,2024-08-11,fashion,72,328.62,105,0,ERP_v2
ST0844,DE,2024-12-01,,27,273.14,120,1,ERP_v2
ST0327,CZ,2024-07-28,,36,2710.17,51,0,ERP_v2
ST0335,AT,2024-09-01,home_textiles,53,1285.75,31,0,API
ST0514,AT,2024-04-21,,39,366.08,44,0,ERP_v2
ST0027,DE,2024-12-01,lingerie,19,528.9,85,1,ERP_v2
ST0665,DE,2024-03-03,,31,277.97,139,0,MANUAL_UPLOAD
ST0140,PL,2024-08-04,hard_goods,53,129.32,22,0,ERP_v1
ST0095,AT,2024-05-12,home_textiles,43,971.88,161,0,ERP_v2
ST0168,DE,2024-10-27,hard_goods,11,592.67,38,0,ERP_v2
ST0028,PL,2024-08-25,,10,290.0,70,0,ERP_v2
ST0584,CZ,2024-04-21,home_textiles,18,102.48,546,0,API
ST1014,DE,2024-06-16,hard_goods,25,1010.86,253,0,ERP_v2
ST0308,PL,2024-04-21,home_textiles,19,1645.37,101,1,API
ST1422,DE,2024-04-14,home_textiles,8,502.44,63,0,MANUAL_UPLOAD
ST0134,CZ,2024-08-04,,11,1221.26,85,0,ERP_v2
ST0786,PL,2024-12-29,,24,843.42,57,1,ERP_v2
ST1317,,2024-02-18,fashion,125,850.92,73,0,ERP_v2
ST0704,DE,2024-11-03,hard_goods,204,922.52,29,0,ERP_v2
ST0495,DE,2024-04-14,home_textiles,54,991.29,65,1,ERP_v2
ST0355,DE,2024-01-14,,28,920.58,25,0,ERP_v2
ST0547,DE,2024-09-29,,34,984.38,18,1,MANUAL_UPLOAD
ST0638,DE,2024-12-29,lingerie,35,863.54,145,0,ERP_v2
ST1041,SK,2024-06-02,fashion,41,2535.63,39,1,ERP_v1
ST0110,DE,2024-06-16,,29,427.28,26,0,ERP_v2
ST1499,DE,2024-06-23,fashion,22,272.45,84,0,ERP_v2
ST0010,CZ,2024-03-24,lingerie,129,456.25,61,0,ERP_v2
ST0563,DE,2024-12-29,lingerie,12,247.96,86,1,ERP_v2
ST1136,CZ,2024-12-22,lingerie,69,369.16,80,0,ERP_v2
ST0849,DE,2024-04-07,fashion,7,178.87,41,0,ERP_v2
ST0749,AT,2024-08-25,hard_goods,46,783.11,126,0,ERP_v2
ST1344,DE,2024-11-17,lingerie,8,707.76,87,0,ERP_v2
ST1313,DE,2024-05-19,fashion,147,1096.04,483,0,ERP_v2
ST0609,SK,2024-04-07,home_textiles,18,351.33,139,0,ERP_v1
ST0466,DE,2024-05-05,home_textiles,37,3131.56,159,1,ERP_v1
ST1404,AT,2024-09-01,hard_goods,70,1184.15,98,0,ERP_v1
ST0177,DE,2024-04-28,home_textiles,13,219.88,101,0,ERP_v2
ST1388,DE,2024-12-01,home_textiles,35,203.03,216,0,API
ST1151,SK,2024-11-10,lingerie,26,421.82,66,0,ERP_v2
ST1287,DE,2024-06-09,,73,207.66,24,0,ERP_v2
ST0986,PL,2024-06-02,fashion,75,765.42,105,0,MANUAL_UPLOAD
ST0880,HU,2024-12-08,lingerie,43,770.25,34,1,ERP_v2
ST0961,AT,2024-08-04,,11,335.31,50,0,MANUAL_UPLOAD
ST0895,HU,2024-07-21,hard_goods,22,376.42,243,0,API
ST1470,DE,2024-06-23,lingerie,30,374.68,106,0,API
ST1483,DE,2024-08-11,home_textiles,90,790.12,103,1,ERP_v2
ST0266,DE,2024-08-04,lingerie,10,726.2,147,1,ERP_v1
ST1311,PL,2024-02-11,,26,366.0,74,0,API
ST0025,SI,2024-09-15,,93,496.42,279,0,ERP_v1
ST1209,DE,2024-04-28,,27,160.24,97,0,ERP_v1
ST1089,PL,2024-11-24,fashion,32,356.76,80,0,MANUAL_UPLOAD
ST0427,DE,2024-08-04,fashion,7,1137.14,44,0,ERP_v2
ST1155,AT,2024-05-26,,22,533.04,44,0,ERP_v1
ST0823,AT,2024-01-14,lingerie,51,155.17,330,0,ERP_v2
ST1328,SI,2024-02-18,,17,579.79,102,1,API
ST0455,PL,2024-07-07,,8,1217.89,163,0,ERP_v2
ST0747,DE,2024-06-02,home_textiles,15,1902.49,346,0,ERP_v2
ST1137,DE,2024-01-28,home_textiles,91,161.22,65,0,ERP_v1
ST0572,DE,2024-07-07,hard_goods,44,998.85,469,0,ERP_v2
ST0526,DE,2024-12-22,,67,1174.9,65,0,ERP_v2
ST0087,DE,2024-11-10,home_textiles,53,658.23,60,0,MANUAL_UPLOAD
ST1038,SK,2024-08-11,,242,1020.46,160,1,ERP_v2
ST0393,AT,2024-05-26,,74,165.1,85,0,ERP_v2
ST0685,AT,2024-09-01,home_textiles,443873,811.31,236,0,ERP_v1
ST0514,DE,2024-03-03,home_textiles,27,374.42,54,0,ERP_v1
ST0756,SK,2024-07-14,,48,268.55,257,0,ERP_v2
ST0160,PL,2024-03-10,fashion,87,2768.8,79,1,ERP_v2
ST1316,DE,2024-12-15,,17,1505.69,63,0,ERP_v1
ST0218,PL,2024-06-09,home_textiles,47,150.17,28,0,ERP_v2
ST1445,AT,2024-06-16,fashion,38,8027.85,48,0,ERP_v2
ST0783,DE,2024-12-01,fashion,42,1061.1,90,0,MANUAL_UPLOAD
ST0546,AT,2024-01-28,hard_goods,25,225.11,71,1,ERP_v2
ST0040,AT,2024-04-28,lingerie,52,558.44,21,0,ERP_v1
ST0026,DE,2024-12-01,fashion,94,1752.97,92,1,ERP_v1
ST0491,HU,2024-06-16,lingerie,44,1622.47,154,0,MANUAL_UPLOAD
ST1421,CZ,2024-01-07,,7,301.56,73,1,ERP_v2
ST1049,PL,2024-09-15,lingerie,15,603.87,96,0,ERP_v1
ST0199,AT,2024-01-14,home_textiles,131,2192.72,26,0,ERP_v1
ST0371,DE,2024-10-06,home_textiles,12,-1236.21,81,0,MANUAL_UPLOAD
ST0091,PL,2024-12-01,home_textiles,12,1165.46,48,0,MANUAL_UPLOAD
ST0399,AT,2024-02-11,fashion,20,734.03,24,0,ERP_v2
ST0460,DE,2024-04-07,fashion,17,48.34,40,0,ERP_v2
ST0557,AT,2024-09-08,hard_goods,33,880.65,394,0,ERP_v1
ST0225,CZ,2024-05-26,,47,276.93,73,0,ERP_v2
ST0789,AT,2024-06-23,,46,848.22,238,0,ERP_v1
ST0089,DE,2024-02-25,hard_goods,22,26.07,230,0,ERP_v2
ST1320,CZ,2024-12-29,home_textiles,21,292.98,101,0,API
ST1199,DE,2024-07-07,,25,2112.39,186,0,ERP_v2
ST1366,DE,2024-04-07,,89,528.32,80,0,ERP_v2
ST0573,DE,2024-01-28,fashion,23,538.45,172,0,ERP_v2
ST1294,DE,2024-11-17,lingerie,44,1116.4,58,0,ERP_v1
ST0712,CZ,2024-02-25,home_textiles,29,488.23,171,1,ERP_v2
ST0344,AT,2024-07-07,lingerie,21,985.7,106,0,API
ST1199,DE,2024-05-12,fashion,63,219.42,217,0,MANUAL_UPLOAD
ST0470,SK,2024-07-28,hard_goods,20,285.29,41,0,MANUAL_UPLOAD
ST0912,SK,2024-07-14,,40,2907.72,60,0,ERP_v2
ST0839,,2024-07-07,,55,595.16,48,0,ERP_v1
ST0786,DE,2024-09-15,home_textiles,46,4370.18,37,0,ERP_v2
ST1019,AT,2024-11-03,home_textiles,42,692.9,103,1,ERP_v1
ST1047,SI,2024-01-21,,34,344.63,151,0,MANUAL_UPLOAD
ST0538,CZ,2024-12-08,fashion,36,203.66,141,1,ERP_v2
ST0230,DE,2024-07-14,fashion,32,2050.5,243,0,ERP_v2
ST0130,DE,2024-05-12,home_textiles,22,819.77,194,0,ERP_v2
ST1174,AT,2024-09-22,hard_goods,20,361.59,58,0,ERP_v1
ST0627,SK,2024-07-07,fashion,32,1416.12,75,0,ERP_v2
ST0166,AT,2024-06-09,hard_goods,37,1880.93,280,0,ERP_v2
ST1273,AT,2024-05-12,fashion,40,396.71,107,0,MANUAL_UPLOAD
ST0682,DE,2024-03-31,home_textiles,52,5870.73,99,0,ERP_v2
ST0575,PL,2024-07-28,hard_goods,13,697.76,316,0,ERP_v2
ST1297,CZ,2024-10-13,lingerie,44,595.33,356,0,ERP_v1
ST0243,DE,2024-12-15,,42,4407.28,135,1,ERP_v2
ST0368,CZ,2024-11-17,fashion,43,1471.38,76,1,ERP_v2
ST0699,,2024-02-25,home_textiles,46,1038.87,25,1,MANUAL_UPLOAD
ST0627,DE,2024-07-21,home_textiles,18,3835.24,82,0,ERP_v2
ST0258,AT,2024-10-27,,39,485.1,241,0,ERP_v2
ST1359,DE,2024-12-15,home_textiles,39,664.01,60,0,ERP_v2
ST0207,CZ,2024-12-15,fashion,8,771.6,99,0,ERP_v2
ST1132,PL,2024-11-24,lingerie,102,1311.02,73,0,ERP_v2
ST0256,PL,2024-02-11,,16,112.96,105,0,API
ST0247,CZ,2024-04-28,home_textiles,39,343.76,101,0,API
ST1250,DE,2024-07-21,,6,168.21,83,0,ERP_v2
ST0178,HU,2024-10-06,home_textiles,78,312.45,75,1,ERP_v2
ST1167,AT,2024-12-29,home_textiles,20,1511.93,54,1,ERP_v2
ST1170,DE,2024-12-01,lingerie,23,1213.79,32,0,ERP_v2
ST1101,PL,2024-01-14,lingerie,15,687.92,22,1,ERP_v2
ST0038,CZ,2024-08-18,hard_goods,22,1811.65,47,0,MANUAL_UPLOAD
ST0392,DE,2024-11-10,fashion,36,956.74,83,0,API
ST0592,SK,2024-09-29,home_textiles,114,1304.48,308,0,ERP_v1
ST0660,SK,2024-12-22,hard_goods,66,469.51,60,1,ERP_v2
ST1468,DE,2024-09-01,lingerie,65,149.33,92,0,ERP_v2
ST0794,SI,2024-08-04,,12,4240.21,87,0,ERP_v2
ST0931,DE,2024-03-24,,39,344.85,31,0,ERP_v2
ST0121,DE,2024-08-04,,23,218.0,57,0,ERP_v2
ST0337,DE,2024-06-30,hard_goods,13,573.84,117,0,API
ST0684,SK,2024-11-03,home_textiles,19,389.06,28,0,MANUAL_UPLOAD
ST0135,PL,2024-08-11,hard_goods,33,909.95,40,1,ERP_v2
ST1260,DE,2024-12-08,,24,346.52,188,1,ERP_v1
ST1059,DE,2024-12-08,fashion,42,474.55,116,1,ERP_v2
ST1036,PL,2024-12-15,hard_goods,12,249.66,40,1,ERP_v1
ST1401,DE,2024-01-21,home_textiles,223,534.82,38,0,API
ST0369,SK,2024-05-19,fashion,39,246.99,143,0,ERP_v2
ST1065,CZ,2024-11-24,home_textiles,22,512.59,74,0,ERP_v2
ST0054,AT,2024-01-14,,25,431.42,176,0,ERP_v2
ST1153,HU,2024-09-29,,10,656.98,48,1,ERP_v2
ST0281,DE,2024-11-10,home_textiles,9,279.33,190,0,ERP_v2
ST1360,,2024-03-31,home_textiles,28,229.34,142,1,ERP_v2
ST0249,PL,2024-07-21,fashion,39,338.24,209,0,ERP_v2
ST1021,PL,2024-12-22,,11,127.49,215,0,ERP_v2
ST0890,DE,2024-02-11,hard_goods,16,392.74,85,0,API
ST0587,SK,2024-10-20,,36,85.23,142,0,ERP_v2
ST0357,DE,2024-02-25,home_textiles,14,376.19,200,0,ERP_v1
ST0487,DE,2024-06-30,,68,1093.64,172,0,ERP_v2
ST1411,DE,2024-03-10,hard_goods,42,977.37,61,0,ERP_v2
ST1400,AT,2024-09-22,fashion,23,706.08,74,0,ERP_v2
ST1069,AT,2024-11-03,hard_goods,37,325.9,122,0,MANUAL_UPLOAD
ST1459,PL,2024-01-07,lingerie,16,1358.2,379,0,ERP_v2
ST0532,SK,2024-01-14,lingerie,16,165.61,100,1,MANUAL_UPLOAD
ST0757,DE,2024-10-27,home_textiles,106,396.72,208,1,ERP_v2
ST0983,PL,2024-09-01,hard_goods,125,353.38,114,1,ERP_v2
ST0207,DE,2024-01-07,fashion,23,695.75,109,1,MANUAL_UPLOAD
ST1140,SK,2024-01-28,home_textiles,33,406.09,71,0,ERP_v1
ST0679,CZ,2024-01-21,fashion,23,538.14,149,0,ERP_v1
ST0285,AT,2024-06-16,home_textiles,81,379.84,152,1,ERP_v2
ST0938,PL,2024-04-28,home_textiles,157,2609.03,69,0,ERP_v2
ST0096,DE,2024-07-07,,20,532.23,57,0,ERP_v2
ST0824,AT,2024-06-23,lingerie,12,107.94,114,0,API
ST0883,CZ,2024-05-19,fashion,68,-2255.52,110,0,MANUAL_UPLOAD
ST0510,AT,2024-09-29,home_textiles,58,606.69,101,0,ERP_v2
ST1288,DE,2024-11-03,fashion,92,3370.21,72,0,ERP_v2
ST0826,AT,2024-12-22,lingerie,39,1433.03,175,0,ERP_v2
ST0061,CZ,2024-07-28,home_textiles,6,174.43,445,0,ERP_v1
ST1153,DE,2024-02-11,,12,149.55,207,1,ERP_v2
ST0089,DE,2024-02-18,,142,1717.56,75,0,ERP_v2
ST1102,PL,2024-07-07,hard_goods,31,724.76,118,0,ERP_v1
ST0070,CZ,2024-02-04,fashion,16,113.66,220,0,ERP_v2
ST0685,DE,2024-06-30,home_textiles,7,242.72,36,0,ERP_v2
ST0393,DE,2024-09-08,lingerie,48,206.19,84,0,ERP_v2
